,title,abstract,affiliations,authors,journal,date,keywords,url
10,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33936409
11,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32340061
12,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30138103
13,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32787762
14,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32862668
15,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33106066
16,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33237382
17,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30243558
18,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31996361
19,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31776555
20,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31297027
21,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31223570
22,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31323029
23,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32831135
24,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31909082
25,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31587356
26,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32750131
27,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32899642
28,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31698230
29,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30828023
30,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31119771
31,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32837681
32,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31621271
33,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31281608
34,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32011104
35,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33536925
36,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32075508
37,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33408633
38,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30519950
39,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31646831
40,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32360120
41,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31807978
42,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31437882
43,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/34676340
44,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30753359
45,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33274510
46,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32386486
47,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30967779
48,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32042253
49,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30420479
50,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31452540
51,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33561738
52,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32183585
53,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31485126
54,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31602703
55,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31757749
56,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/34752561
57,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30973652
58,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31852803
59,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32454689
60,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31217972
61,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31538281
62,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31849452
63,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31737786
64,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31948854
65,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31277258
66,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32696442
67,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31481001
68,NO_TITLE,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,NO_JOURNAL,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31679602
69,Drug-drug interactions involving CYP3A4 and p-glycoprotein in hospitalized elderly patients,"Polypharmacy is very common in older patients and may be associated with drug-drug interactions. Hepatic cytochrome P450 (notably 3A4 subtype, CYP3A4) is a key enzyme which metabolizes most drugs; P-glycoprotein (P-gp) is a transporter which significantly influences distribution and bioavailability of many drugs. In this study, we assess the prevalence and patterns of potential interactions observed in an hospitalized older cohort (Registro Politerapia Società Italiana di Medicina Interna) exposed to at least two interacting drugs involving CYP3A4 and P-gp at admission, during hospitalization and at discharge. Individuals aged 65 and older (N-4039; mean age 79.2; male 48.1%), hospitalized between 2010 and 2016, were selected. The most common combinations of interacting drugs (relative frequency > 5%) and socio-demographic and clinical factors associated with the interactions were reported. The prevalence of interactions for CYP3A4 was 7.9% on admission, 10.3% during the stay and 10.7% at discharge; the corresponding figures for P-gp interactions were 2.2%, 3.8% and 3.8%. The most frequent interactions were amiodarone-statin for CYP3A4 and atorvastatin-verapamil-diltiazem for P-gp. The prevalence of some interactions, mainly those involving cardiovascular drugs, decreased at discharge, whereas that of others, e.g. those involving neuropsychiatric drugs, increased. The strongest factor associated with interactions was polypharmacy (OR 6.7, 95% CI 5.0-9.2). In conclusion, hospital admission is associated with an increased prevalence, but also a changing pattern of interactions concerning CYP3A4 and P-gp in elderly. Educational strategies and appropriate use of dedicated software seem desirable to limit drug interactions and the inherent risk of adverse events in older patients.","['1 Unit of Internal Medicine and Hepatology, University Campus Bio-Medico, Rome, Italy.', '2 Unit of Internal Medicine and Hepatology, University Campus Bio-Medico, Rome, Italy. Electronic address: a.devincentis@unicampus.it.', '3 Unit of Geriatrics, University Campus Bio-Medico, Rome, Italy.', '4 IRCCS - Istituto di Ricerche Farmacologiche ""Mario Negri"", Milan, Italy.', ""5 IRCCS Ca' Granda Maggiore Hospital Foundation and University of Milan, Italy."", '6 Unit of Internal Medicine and Hepatology, University Campus Bio-Medico, Rome, Italy; Unit of Geriatrics, University Campus Bio-Medico, Rome, Italy.']","Paolo Gallo, Antonio De Vincentis, Claudio Pedone, Alessandro Nobili, Mauro Tettamanti, Umberto Vespasiani Gentilucci, Antonio Picardi, Pier Mannuccio Mannucci, Raffaele Antonelli Incalzi, REPOSI Investigators",European journal of internal medicine,NO_DATE,Adverse drug reactions; Cytochrome P450; Drug interactions; Older in-patients; P-glycoprotein.,https://pubmed.ncbi.nlm.nih.gov/31084979
70,Transporter-Mediated Drug-Drug Interactions and Their Significance,"Drug transporters are considered to be determinants of drug disposition and effects/toxicities by affecting the absorption, distribution, and excretion of drugs. Drug transporters are generally divided into solute carrier (SLC) family and ATP binding cassette (ABC) family. Widely studied ABC family transporters include P-glycoprotein (P-GP), breast cancer resistance protein (BCRP), and multidrug resistance proteins (MRPs). SLC family transporters related to drug transport mainly include organic anion-transporting polypeptides (OATPs), organic anion transporters (OATs), organic cation transporters (OCTs), organic cation/carnitine transporters (OCTNs), peptide transporters (PEPTs), and multidrug/toxin extrusions (MATEs). These transporters are often expressed in tissues related to drug disposition, such as the small intestine, liver, and kidney, implicating intestinal absorption of drugs, uptake of drugs into hepatocytes, and renal/bile excretion of drugs. Most of therapeutic drugs are their substrates or inhibitors. When they are comedicated, serious drug-drug interactions (DDIs) may occur due to alterations in intestinal absorption, hepatic uptake, or renal/bile secretion of drugs, leading to enhancement of their activities or toxicities or therapeutic failure. This chapter will illustrate transporter-mediated DDIs (including food drug interaction) in human and their clinical significances.","['1 China Pharmaceutical University, Nanjing, China. xdliu@cpu.edu.cn.']",Xiaodong Liu,Advances in experimental medicine and biology,NO_DATE,Hepatic uptake; Intestinal absorption food-drug interaction; Renal secretion; Transporter; Transporter-mediated drug-drug interaction.,https://pubmed.ncbi.nlm.nih.gov/31571167
71,Drug-Drug Interactions of P-gp Substrates Unrelated to CYP Metabolism,"Background:
        
      
      Recent US Food and Drug Administration (FDA) draft guidance on pharmacokinetic drugdrug interactions (DDIs) has highlighted the clinical importance of ABC transporters B1 or P-glycoprotein (P-gp), hepatic organic anion-transporting polypeptide transporters and breast cancer resistant protein because of their broad substrate specificity and the potential to be involved in DDIs. This guidance has indicated that digoxin, dabigatran etexilate and fexofenadine are P-gp substrate drugs and has defined P-gp inhibitors as those that increase the AUC of digoxin by ≧1.25-fold in clinical DDI studies. However, when substrate drugs of both CYPs and P-gp are involved in DDIs, it remains that the mechanisms of DDIs will be quite ambiguous in assessing how much the CYPs and/or drug transporters partially contribute to DDIs. Objective:
        
      
      Since there are no detailed manuscripts that summarizes P-gp interactions unrelated to CYP metabolism, this article reviews the effects of potent P-gp inhibitors and P-gp inducers on the pharmacokinetics of P-gp substrate drugs, including digoxin, talinolol, dabigatran etexilate, and fexofenadine in human studies. In addition, the present outcome were to determine the PK changes caused by DDIs among P-gp substrate drugs without CYP metabolism in human DDI studies. Conclusion:
        
      
      Our manuscript concludes that the PK changes of the DDIs among P-gp drugs unrelated to CYP metabolism are less likely to be serious, and it appears to be convincing that the absences of clinical effects caused to the PK changes by the P-gp inducers is predominant compared with the excessive effects caused to those by the P-gp inhibitors.","['1 Department of Pharmacy, Akita University Hospital, Akita, Japan.', '2 Department of Neuropsychiatry, Hirosaki University School of Medicine, Hirosaki, Japan.', '3 Department of Hospital Pharmacy, Zikeikai-Aoimori Hospital, Aomori, Japan.']","Yumiko Akamine, Norio Yasui-Furukori, Tsukasa Uno",Current drug metabolism,NO_DATE,P-glycoprotein; dabigatran; digoxin; drug-drug interaction; fexofenadine; talinolol..,https://pubmed.ncbi.nlm.nih.gov/30280663
72,Drug-drug interactions in breast cancer patients treated with CDK4/6 inhibitors,"CDK4/6 inhibitors are a new class of anticancer drugs used for the treatment of women with hormone receptor-positive, human epidermal growth factor receptor 2-negative advanced or metastatic breast cancer with disease progression following endocrine therapy. Polypharmacy is a well-known problem in advanced cancer causing potential drug-drug interactions (DDIs), which, in turn, may limit the therapeutic value of CDK4/6 inhibitors. Therefore, understanding the mechanisms underlying potential DDIs in patients taking CDK4/6 inhibitors may be useful in decision-making processes and represent an important step towards treatment personalization. The present review is aimed at describing the potential DDIs that might occur in breast cancer patients receiving CDK4/6 inhibitors based on direct evidence from the literature and mechanistic considerations tailored on specific class of drugs used in combination.","['1 Unit of Clinical Pharmacology and Pharmacogenetics, Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy. Electronic address: stefano.fogli@unipi.it.', '2 Unit of Clinical Pharmacology and Pharmacogenetics, Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy.', '3 Division of Early Drug Development for Innovative Therapies, European Institute of Oncology, IRCCS, Milano, Italy; University of Milano, Milan, Italy.', '4 Department of Clinical Chemistry, Erasmus University Medical Center, Rotterdam, the Netherlands.', '5 University of Liège Hospital, GIGA Cardiovascular Sciences, Departments of Cardiology and Cardiovascular Surgery, Heart Valve Clinic, CHU Sart Tilman, Liège, Belgium.']","Stefano Fogli, Marzia Del Re, Giuseppe Curigliano, Ron H van Schaik, Patrizio Lancellotti, Romano Danesi",Cancer treatment reviews,NO_DATE,Breast cancer; CDK4/6 inhibitors; Drug-drug interaction; Pharmacodynamics; Pharmacokinetics; Treatment personalization.,https://pubmed.ncbi.nlm.nih.gov/30685576
73,Drug-drug Interactions in Patients with HIV and Cancer in Sub-Saharan Africa,"In Sub-Saharan Africa, the cancer burden is predicted to increase by > 85% by 2030, the largest increase worldwide. This region has a large HIV-positive population. Drug-drug interactions (DDIs) from concomitant use of multiple drugs increase the risk of drug toxicities, sub-optimal therapy, and drug resistance. With the increase in polypharmacy, involving antiretroviral (ARV), and anticancer drugs, there is a greater need for an appreciation of clinically relevant DDIs. Anticancer and ARV drugs studied in this review were from The World Health Organization's Model List of Essential Medicines 2017. We reviewed; drug package inserts, www.drugbank.ca and www.UpToDate.com, to evaluate pharmacokinetic interactions with cytochrome P450 (CYP450) and ABCB1. The DDIs between drugs were assessed using the University Of Liverpool, UK HIV Drug Interactions Checker, and the LexiComp Drug Interaction tool of www.UpToDate.com. About 70% of ARVs studied interact with CYP450, all involve CYP3A4, and 55% interact with ABCB1. About 65% of anticancer drugs interact with CYP450, 44% of which do so through CYP3A4. About 75% of anticancer drugs interact with ARV drugs, with nine absolute contraindications to concomitant therapy. There exist a substantial number of DDIs between ARV and anticancer drugs, primarily mediated through CYP450 enzymes. Dolutegravir based regimens offer the safest DDI profile for concurrent use with anticancer drugs. However, there are substantial gaps in our knowledge, and this study serves to highlight the need for additional research to better define these interactions and their effect on drug exposure, as attention to these DDIs is a relatively simple intervention that could lead to optimizing disease treatment.","['1 Molecular Pharmacology Section, National Cancer Institute, National Institute of Health, Bethesda, USA.', '2 Clinical Pharmacology Program, National Cancer Institute, National Institute of Health, Bethesda, USA.', '3 Cancer Therapy Evaluation Program, National Cancer Institute, National Institute of Health, Bethesda, USA.', '4 National Institutes of Aging, National Institute of Health, Bethesda, USA.', '5 Division of Medical Oncology, Vaccine and Infectious Disease Division, Division of Global Oncology, Department of Medicine, Fred Hutchinson Cancer Research Center, Seattle, WA, USA.', '6 HIV/AIDS Malignancy Branch, National Cancer Institute, National Institute of Health, Bethesda, USA.']","Jonathan D Strope, Sarah E Lochrin, Tristan M Sissung, Ravie Kem, Prabha Chandrasekaran, Elad Sharon, Douglas K Price, Thomas S Uldrick, Robert Yarchoan, William D Figg",AIDS reviews,2020,Human immunodeficiency virus; Cancer; Drug-drug interactions; Cytochrome P450.,https://pubmed.ncbi.nlm.nih.gov/33105469
74,Review of Statistical Methodologies for Detecting Drug-Drug Interactions Using Spontaneous Reporting Systems,"Concomitant use of multiple drugs for therapeutic purposes is known as ""polypharmacy situations,"" which has been recognized as an important social problem recently. In polypharmacy situations, each drug not only induces adverse events (AEs) but also increases the risk of AEs due to drug-drug interactions (DDIs). The proportion of AEs caused by DDIs is estimated to be around 30% of unexpected AEs. The randomized clinical trials in pre-marketing typically focus emphasis on the verification of single drug safety and efficacy rather than the surveys of DDI, and therefore, patients on multiple drugs are usually excluded. However, unlike pre-marketing randomized clinical trials, in clinical practice (= post marketing), many patients use multiple drugs. The spontaneous reporting system is one of the significant sources drug safety surveillance in post-marketing. Commonly, signals of potential drug-induced AEs detected from this source are validated in real-world settings. Recently, not only methodological studies on signal detection of ""single"" drug, but also on several methodological studies on signal detection of DDIs have been conducted. On the other hand, there are few articles that systematically summarize the statistical methodology for signal detection of DDIs. Therefore, this article reviews the studies on the latest statistical methodologies from classical methodologies for signal detection of DDIs using spontaneous reporting system. This article describes how to calculate for each detection method and the major findings from the published literatures about DDIs. Finally, this article presented several limitations related to the currently used methodologies for signal detection of DDIs and suggestions for further studies.","['1 Laboratory of Clinical Pharmacy, Gifu Pharmaceutical University, Gifu, Japan.', '2 Laboratory of Community Healthcare Pharmacy, Gifu Pharmaceutical University, Gifu, Japan.']","Yoshihiro Noguchi, Tomoya Tachi, Hitomi Teramachi",Frontiers in pharmacology,2019,drug–drug interaction; pharmacovigilance; signal detection; spontaneous reporting systems; statistical methodology.,https://pubmed.ncbi.nlm.nih.gov/31780939
75,A review of the drug-drug interactions of the antiepileptic drug brivaracetam,"Brivaracetam is an antiepileptic drug (AED) indicated for the treatment of focal seizures, with improved safety and tolerability vs first-generation AEDs. Brivaracetam binds with high affinity to synaptic vesicle protein 2A in the brain, which confers its antiseizure activity. Brivaracetam is rapidly absorbed and extensively biotransformed, and exhibits linear and dose-proportional pharmacokinetics at therapeutic doses. Brivaracetam does not interact with most metabolizing enzymes and drug transporters, and therefore does not interfere with drugs that use these metabolic routes. The favorable pharmacokinetic profile of brivaracetam and lack of clinically relevant drug-drug interactions with commonly prescribed AEDs or oral contraceptives allows administration without dose adjustment, and avoids potential untoward events from decreased efficacy of an AED or oral contraceptive due to a drug-drug interaction. Few agents have been reported to affect the pharmacokinetics of brivaracetam. The strong enzyme-inducing AEDs carbamazepine, phenytoin and phenobarbital/primidone have been shown to moderately lower brivaracetam plasma concentrations, with no adjustment of brivaracetam dose needed. Dose adjustment should be considered when brivaracetam is coadministered with the more potent CYP inducer, rifampin. Additionally, caution should be used when adding or ending treatment with the strong enzyme inducer, St. John's wort. In summary, brivaracetam (50-200 mg/day) has a favorable pharmacokinetic profile and is associated with few clinically relevant drug-drug interactions.","['1 Department of Neurology & Rehabilitation Medicine, University of Cincinnati, 260 Stetson Street, Suite 2300, Cincinnati, OH, 45267-0525, USA. Electronic address: briandmoseley@gmail.com.', ""2 UCB Pharma, Chemin du Foriest, B-1420, Braine-l'Alleud, Belgium. Electronic address: Hugues.Chanteux@ucb.com."", ""3 UCB Pharma, Chemin du Foriest, B-1420, Braine-l'Alleud, Belgium. Electronic address: Jean-Marie.Nicolas@ucb.com."", '4 UCB Pharma, Allée de la Recherche 60, B-1070, Brussels, Belgium. Electronic address: Cedric.Laloyaux@ucb.com.', '5 School of Pharmacy, University of Wisconsin, 777 Highland Avenue, Madison, WI, 53705, USA. Electronic address: Barry.Gidal@wisc.edu.', ""6 UCB Pharma, Chemin du Foriest, B-1420, Braine-l'Alleud, Belgium. Electronic address: Armel.Stockis@ucb.com.""]","Brian D Moseley, Hugues Chanteux, Jean-Marie Nicolas, Cédric Laloyaux, Barry Gidal, Armel Stockis",Epilepsy research,NO_DATE,Antiepileptic drug; Brivaracetam; Drug-drug interaction; Pharmacokinetics; SV2A.,https://pubmed.ncbi.nlm.nih.gov/32361205
